WKT,nama,deskripsi
"POLYGON ((106.8234089 -6.1716805, 106.8230226 -6.1799578, 106.8237093 -6.1803845, 106.8310907 -6.1800858, 106.8310907 -6.1797871, 106.8305328 -6.1789338, 106.8305328 -6.1785498, 106.8298462 -6.1778672, 106.8298891 -6.1735579, 106.8291166 -6.1729605, 106.8289879 -6.1716805, 106.8234089 -6.1716805))",Taman monas,
