WKT,nama,deskripsi
"POLYGON ((106.8160926 -6.3049146, 106.8169509 -6.307346, 106.815878 -6.3079005, 106.8157922 -6.3089243, 106.8161355 -6.3106305, 106.8174659 -6.3106731, 106.8177663 -6.3148533, 106.8163501 -6.3153225, 106.8163501 -6.3167728, 106.8192683 -6.3172847, 106.8220578 -6.3174979, 106.8228732 -6.3171994, 106.8233024 -6.3171994, 106.8236028 -6.3175832, 106.824504 -6.3176259, 106.8255769 -6.3115262, 106.826521 -6.3115262, 106.8269502 -6.3086683, 106.8246757 -6.3084977, 106.8246327 -6.3063223, 106.8231736 -6.3063223, 106.8226586 -6.3065356, 106.8205558 -6.3064929, 106.8205558 -6.3057251, 106.8190538 -6.3057251, 106.8185388 -6.3054265, 106.8160926 -6.3049146))",Taman Ragunan,
