WKT,nama,deskripsi
"POLYGON ((106.8837231 -6.2988938, 106.8842381 -6.3017944, 106.8892592 -6.3020077, 106.8890875 -6.2991071, 106.8837231 -6.2988938))",Taman Mini indonesia indah,
