WKT,nama,deskripsi
"POLYGON ((106.7983863 -6.2148481, 106.7983434 -6.2206503, 106.8031928 -6.2226554, 106.8047807 -6.2245326, 106.8091581 -6.2225274, 106.8084285 -6.2216742, 106.8083856 -6.2159147, 106.8062398 -6.2156587, 106.8061969 -6.212971, 106.7983863 -6.2148481))",Taman & Stadion Gelora bung karno,
