WKT,nama,deskripsi
"POLYGON ((106.8539379 -6.2418843, 106.8529938 -6.2406685, 106.8530367 -6.239538, 106.8536375 -6.2373623, 106.8532942 -6.2347173, 106.8528651 -6.2348026, 106.8527792 -6.233736, 106.8512772 -6.2329254, 106.8508695 -6.2327548, 106.8506013 -6.233864, 106.8512343 -6.2346319, 106.8527363 -6.2362744, 106.8517493 -6.2399006, 106.8526719 -6.2421403, 106.8539379 -6.2418843))",Tebet Echo park,
